city,province,site,population,region
Egna,BZ,http://www.gemeinde.neumarkt.bz.it,5278.0,Trentino-Alto Adige
Lagundo,BZ,http://www.comune.lagundo.bz.it/system/web/default.aspx?sprache=3,5046.0,Trentino-Alto Adige
Pietra Ligure,SV,http://www.comunepietraligure.it,8481.0,Liguria
Stella,SV,http://www.comune.stella.sv.it,3006.0,Liguria
Fiumefreddo di Sicilia,CT,http://www.comune.fiumefreddo-di-sicilia.ct.it,9505.0,Sicilia
Licodia Eubea,CT,http://www.comune.licodiaeubea.ct-egov.it/,3087.0,Sicilia
Delia,CL,http://www.comunedeliacl.it/comunedelia/,4150.0,Sicilia
Montevago,AG,http://www.comune.montevago.ag.it/,2950.0,Sicilia
Vandoies,BZ,http://www.comune.vandoies.bz.it/,3336.0,Trentino-Alto Adige
Nurallao,SU,http://www.comune.nurallao.ca.it,1250.0,Sardegna
San Lazzaro di Savena,BO,http://www.comune.sanlazzaro.bo.it/,32473.0,Emilia-Romagna
Naro,AG,http://www.comune.naro.ag.it,7580.0,Sicilia
Caldaro sulla Strada del Vino,BZ,https://www.caldaro.eu/it,8046.0,Trentino-Alto Adige
Ribera,AG,http://www.comune.ribera.ag.it/,18832.0,Sicilia
San Biagio Platani,AG,http://www.sanbiagioplatani.com/,3212.0,Sicilia
Burcei,CA,http://www.comune.burcei.ca.it/,2787.0,Sardegna
Sorso,SS,http://www.comune.sorso.ss.it,14826.0,Sardegna
Nuragus,SU,http://www.comune.nuragus.ca.it/,901.0,Sardegna
Campolieto,CB,http://www.comune.campolieto.cb.it/,872.0,Molise
Campomarino,CB,http://www.comune.campomarino.cb.it/,8074.0,Molise
Spinete,CB,http://www.comune.spinete.cb.it/,1251.0,Molise
Carpinone,IS,http://www.comune.carpinone.is.it/,1126.0,Molise
Castelpetroso,IS,http://www.comune.castelpetroso.is.it/,1640.0,Molise
Trivento,CB,http://www.comune.trivento.cb.it,4663.0,Molise
Deruta,PG,http://www.comune.deruta.pg.it,9713.0,Umbria
Castiglione del Lago,PG,http://www.comune.castiglione-del-lago.pg.it,15479.0,Umbria
Mercato Saraceno,FC,http://www.comune.mercatosaraceno.fc.it/,6837.0,Emilia-Romagna
Predappio,FC,http://www.comune.predappio.fc.it/,6287.0,Emilia-Romagna
Sarnano,MC,http://www.comune.sarnano.mc.it,3220.0,Marche
Sefro,MC,http://www.comune.sefro.mc.it/,407.0,Marche
Gambettola,FC,http://www.comune.gambettola.fc.it,10704.0,Emilia-Romagna
Mesola,FE,http://www.comune.mesola.fe.it/,6778.0,Emilia-Romagna
Forlimpopoli,FC,http://www.comune.forlimpopoli.fc.it/,13294.0,Emilia-Romagna
Pianoro,BO,http://www.comune.pianoro.bo.it/,17503.0,Emilia-Romagna
Panicale,PG,http://www.comune.panicale.pg.it/,5606.0,Umbria
Narcao,SU,http://www.comune.narcao.ci.it,3291.0,Sardegna
Preci,PG,http://www.comune.preci.pg.it,704.0,Umbria
Santa Giusta,OR,http://www.comune.santagiusta.or.it/,4807.0,Sardegna
Ula Tirso,OR,http://www.comune.ulatirso.or.it/,564.0,Sardegna
Rimasco,VC,http://www.comune.rimasco.vc.it,101.0,provincia di Vercelli
Uras,OR,http://www.comune.uras.or.it,2825.0,Sardegna
Chiaramonti,SS,http://www.comune.chiaramonti.ss.it,1623.0,Sardegna
Cheremule,SS,http://www.comune.cheremule.ss.it/,428.0,Sardegna
Vinzaglio,NO,http://www.comune.vinzaglio.no.it,575.0,Piemonte
Collobiano,VC,http://www.comune.collobiano.vc.it/,92.0,Piemonte
Cravagliana,VC,http://www.comune.cravagliana.vc.it,250.0,Piemonte
Trinità,CN,http://www.comune.trinita.cn.it/,2232.0,Piemonte
Villaputzu,SU,http://www.comune.villaputzu.ca.it/,4718.0,Sardegna
Ussana,SU,http://www.comune.ussana.ca.it/,4175.0,Sardegna
Magomadas,OR,http://www.comune.magomadas.or.it,655.0,Sardegna
Marrubiu,OR,http://www.comune.marrubiu.or.it,4819.0,Sardegna
Assemini,CA,http://www.comune.assemini.ca.it,26901.0,Sardegna
Brezzo di Bedero,VA,http://www.comune.brezzo-di-bedero.va.it,1215.0,Lombardia
Arquà Polesine,RO,http://www.comune.arqua.ro.it/,2649.0,Veneto
Camposampiero,PD,http://www.comune.camposampiero.pd.it/,12043.0,Veneto
Sedrina,BG,http://www.comune.sedrina.bg.it/,2465.0,Lombardia
Presezzo,BG,http://www.presezzo.net,4905.0,Lombardia
Papozze,RO,http://www.comune.papozze.ro.it,1455.0,Veneto
Borgoricco,PD,http://www.comune.borgoricco.pd.it,8774.0,Veneto
Casalino,NO,http://www.comune.casalino.no.it/,1537.0,Piemonte
Cressa,NO,http://www.comune.cressa.no.it,1612.0,Piemonte
Pontboset,AO,http://www.comune.pontboset.ao.it/,180.0,Italia
Castelletto di Branduzzo,PV,http://www.comune.castellettodibranduzzo.pv.it/,1082.0,Lombardia
Sarre,AO,http://www.comune.sarre.ao.it/,4878.0,Italia
Misano di Gera d'Adda,BG,http://www.comune.misano.bg.it/,2957.0,Lombardia
Moio de' Calvi,BG,http://www.comune.moiodecalvi.bg.it,206.0,Lombardia
Lallio,BG,http://www.comune.lallio.bg.it/,4112.0,Lombardia
Bagnaria,PV,http://www.comune.bagnaria.pv.it,666.0,Lombardia
Piazzatorre,BG,http://www.comune.piazzatorre.bg.it/,399.0,Lombardia
Pontida,BG,http://www.comune.pontida.bg.it/,3358.0,Lombardia
Ghisalba,BG,http://www.comuneghisalba.it,6170.0,Lombardia
Saint-Nicolas,AO,http://www.comune.saint-nicolas.ao.it,307.0,Italia
Pecorara,PC,http://www.comune.pecorara.pc.it/,688.0,Emilia-Romagna
Camporotondo Etneo,CT,http://www.comune.camporotondoetneo.ct.it/,5138.0,Sicilia
Rignano Flaminio,ROMA,http://www.comunerignanoflaminio.it,10328.0,Lazio
Ponzano Romano,RM,http://www.comune.ponzanoromano.rm.it/,1140.0,Lazio
Gossolengo,PC,http://www.comune.gossolengo.pc.it/,5652.0,Emilia-Romagna
Monticelli d’Ongina,PC,http://www.comune.monticelli.pc.it/,5287.0,Emilia-Romagna
Saint-Oyen,AO,http://www.comune.saintoyen.ao.it/,194.0,Italia
Saint-Rhémy-en-Bosses,AO,http://www.comune.saintrhemyenbosses.ao.it/,335.0,Italia
Medolago,BG,http://www.comune.medolago.bg.it,2398.0,Lombardia
Mapello,BG,http://www.comune.mapello.bg.it,6840.0,Lombardia
Pecorara,PC,http://www.comune.pecorara.pc.it/,688.0,provincia di Piacenza
Canegrate,MI,http://www.comune.canegrate.mi.it,12574.0,Lombardia
Dalmine,BG,http://www.comune.dalmine.bg.it/,23495.0,Lombardia
Valbondione,BG,http://www.comune.valbondione.bg.it,1051.0,Lombardia
San Giovanni d'Asso,SI,http://www.comune.sangiovannidasso.siena.it/,890.0,provincia di Siena
Gandosso,BG,http://www.comune.gandosso.bg.it,1478.0,Lombardia
Fara Olivana con Sola,BG,http://www.comune.faraolivanaconsola.bg.it,1292.0,Lombardia
Ancona,AN,http://www.comune.ancona.it,100924.0,Marche
Roseto degli Abruzzi,TE,http://www.comune.roseto.te.it,25588.0,Abruzzo
San Bellino,RO,http://www.comune.sanbellino.ro.it,1087.0,Veneto
San Giovanni d'Asso,SI,http://www.comune.sangiovannidasso.siena.it/,890.0,Toscana
Nova Levante,BZ,http://www.gemeinde.welschnofen.bz.it,1976.0,Trentino-Alto Adige
Laveno-Mombello,VA,http://www.comune.laveno.va.it,8684.0,Lombardia
Trescore Balneario,BG,http://www.comune.trescore-balneario.bg.it/,9814.0,Lombardia
Torre Boldone,BG,http://comune.torreboldone.bg.it/,8755.0,Lombardia
Osmate,VA,http://www.comune.osmate.va.it,817.0,provincia di Varese
Alì Terme,ME,http://www.comune.aliterme.me.it,2459.0,Sicilia
Monasterolo del Castello,BG,http://www.comune.monasterolo-del-castello.bg.it,1147.0,Lombardia
Osio Sotto,BG,http://www.comune.osiosotto.bg.it,12474.0,Lombardia
Busto Arsizio,VA,http://www.comune.bustoarsizio.va.it/,83405.0,Lombardia
Palermo,PA,http://www.comune.palermo.it,668405.0,Sicilia
Galliate,NO,http://www.comune.galliate.no.it,15685.0,Piemonte
Oleggio Castello,NO,http://www.comunedioleggiocastello.it,2132.0,Piemonte
Beura-Cardezza,VB,http://www.comune.beuracardezza.vb.it/,1473.0,Piemonte
L'Aquila,,http://www.comune.laquila.it,69439.0,Abruzzo
Predore,BG,http://www.comune.predore.bg.it,1864.0,Lombardia
Brunico,BZ,http://www.comune.brunico.bz.it/,16580.0,Trentino-Alto Adige
Belgirate,VB,http://www.comune.belgirate.vb.it,509.0,Piemonte
Feltre,BL,http://www.comune.feltre.bl.it,20608.0,Veneto
Baveno,VB,http://www.comune.baveno.vb.it/,4883.0,Piemonte
Orvieto,TR,http://www.comune.orvieto.tr.it,20253.0,Umbria
Proves,BZ,https://www.comune.proves.bz.it/system/web/default.aspx?sprache=3,267.0,Trentino-Alto Adige
Modena,MO,http://www.comune.modena.it,185273.0,Emilia-Romagna
Conca Casale,IS,http://www.comune.concacasale.is.it/,189.0,Molise
Sant'Angelo del Pesco,IS,http://www.comune.santangelodelpesco.is.it,356.0,Molise
Savigno,BO,http://www.comune.savigno.bo.it/,,Emilia-Romagna
Catanzaro,CZ,http://www.comune.catanzaro.it,89718.0,Calabria
Telgate,BG,http://www.comune.telgate.bg.it,5040.0,Lombardia
Spinone al Lago,BG,http://www.comune.spinone-al-lago.bg.it,1023.0,Lombardia
Pietraferrazzana,CH,http://www.comune.pietraferrazzana.ch.it,133.0,Abruzzo
Savigno,BO,http://www.comune.savigno.bo.it/,,provincia di Bologna
Monticiano,SI,http://www.comune.monticiano.siena.it,1543.0,Toscana
Savigno,BO,http://www.comune.savigno.bo.it/,,città metropolitana di Bologna
Mazara del Vallo,TP,http://www.comune.mazaradelvallo.tp.it/,51488.0,Sicilia
Lardaro,TN,http://www.comune.lardaro.tn.it,,Trentino-Alto Adige
San Benedetto Val di Sambro,BO,http://www.comunesbt.it,4198.0,Emilia-Romagna
Abbadia San Salvatore,SI,http://www.comune.abbadia.siena.it/,6325.0,Toscana
Canevino,PV,http://www.comune.canevino.pv.it/,108.0,Lombardia
Ripe San Ginesio,MC,http://www.ripesanginesio.sinp.net/,848.0,Marche
San Polo dei Cavalieri,RM,http://www.comune.sanpolodeicavalieri.rm.it,2919.0,Lazio
Sant'Oreste,ROMA,http://www.santoreste.it,3648.0,Lazio
Lardaro,TN,http://www.comune.lardaro.tn.it,,provincia autonoma di Trento
San Ferdinando di Puglia,BT,http://portale.comune.sanferdinandodipuglia.bt.it,13828.0,Puglia
Vicopisano,PI,http://www.viconet.it,8642.0,Toscana
Santa Croce sull'Arno,PI,http://www.comune.santacroce.pi.it/,14627.0,Toscana
Torino,TO,http://www.comune.torino.it/,870952.0,Piemonte
Dolianova,SU,http://www.comune.dolianova.ca.it/,9696.0,Sardegna
Molinella,BO,http://www.comune.molinella.bo.it/,15642.0,Emilia-Romagna
Montelanico,ROMA,http://www.comune.montelanico.roma.it,2125.0,Lazio
Montelibretti,ROMA,http://www.comune.montelibretti.roma.it/,5326.0,Lazio
Almenno San Bartolomeo,BG,http://www.comune.almennosanbartolomeo.bergamo.it,6247.0,Lombardia
Almenno San Salvatore,BG,http://www.comune.almenno-san-salvatore.bg.it,5677.0,Lombardia
Pogno,NO,http://www.comune.pogno.no.it/,1423.0,Piemonte
Pombia,NO,http://www.comunedipombia.it,2176.0,Piemonte
Gignese,VB,http://www.comune.gignese.vb.it/it-it/home,1008.0,Piemonte
Cavaglio-Spoccia,VB,http://www.comune.cavagliospoccia.vb.it/,265.0,Piemonte
Craveggia,VB,http://www.comune.craveggia.vb.it,766.0,Piemonte
Marzabotto,BO,http://www.comune.marzabotto.bo.it,6853.0,Emilia-Romagna
Castelmauro,CB,http://www.comune.castelmauro.cb.it/,1446.0,Molise
Civitacampomarano,CB,http://www.comune.civitacampomarano.cb.it/,385.0,Molise
Locatello,BG,http://www.comune.locatello.bg.it,810.0,Lombardia
Luzzana,BG,http://www.comune.luzzana.bg.it/,917.0,Lombardia
Vasio,,,,provincia autonoma di Trento
Casale Corte Cerro,VB,http://www.comune.casalecortecerro.vb.it/,3459.0,Piemonte
Besenzone,PC,http://www.comune.besenzone.pc.it,953.0,Emilia-Romagna
Varsi,PR,http://www.comune.varsi.pr.it/,1209.0,Emilia-Romagna
Vicenza,VI,http://www.comune.vicenza.it,111620.0,Veneto
Raddusa,CT,http://www.comuneraddusa.gov.it,3100.0,Sicilia
Sant'Angelo in Pontano,MC,http://www.comune.santangeloinpontano.mc.it,1377.0,Marche
Porto Recanati,MC,http://www.comune.porto-recanati.mc.it/default.asp?cod_org=C42,12609.0,Marche
Petriolo,MC,http://www.comune.petriolo.mc.it/,1957.0,Marche
Urbino,PU,http://www.comune.urbino.pu.it/,14558.0,Marche
Aosta,AO,http://www.comune.aosta.it,34082.0,Italia
Volpara,PV,http://www.comune.volpara.pv.it,132.0,Lombardia
Cornale,PV,,717.0,provincia di Pavia
Masainas,SU,http://www.comune.masainas.ci.it,1288.0,Sardegna
Brandico,BS,http://www.brandico.it,1695.0,Lombardia
Bovezzo,BS,http://www.comune.bovezzo.bs.it/,7433.0,Lombardia
Piossasco,TO,http://www.comune.piossasco.to.it,18322.0,Piemonte
Partanna,TP,http://www.partanna.gov.it/,10422.0,Sicilia
Paceco,TP,http://www.comune.paceco.tp.it,11307.0,Sicilia
Olevano di Lomellina,PV,http://www.olevanolomellina.it/,720.0,Lombardia
Mazzo di Valtellina,SO,http://www.comune.mazzo.so.it,999.0,Lombardia
Olevano Romano,ROMA,http://www.comune.olevanoromano.rm.it/,6664.0,Lazio
Nemi,RM,http://www.comunedinemi.rm.gov.it/,1907.0,Lazio
Melilli,SR,http://www.comune.melilli.sr.it,13519.0,Sicilia
Cornale,PV,,717.0,Lombardia
Cocquio-Trevisago,VA,http://www.comune.cocquio-trevisago.va.it,4755.0,Lombardia
Baschi,TR,http://www.comune.baschi.tr.it,2682.0,Umbria
Comezzano-Cizzago,BS,http://www.comune.comezzanocizzago.bs.it,3919.0,Lombardia
Calvagese della Riviera,BS,http://www.comune.calvagesedellariviera.bs.it,3566.0,Lombardia
Maletto,CT,http://www.comune.maletto.ct.it,3818.0,Sicilia
Roma,RM,https://www.comune.roma.it/,2872800.0,città metropolitana di Roma Capitale
Borgo San Siro,PV,http://www.comune.borgosansiro.pv.it/,1002.0,Lombardia
Triuggio,MB,http://www.comune.triuggio.mb.it,8763.0,Lombardia
Barlassina,MB,http://www.comune.barlassina.mb.it,7015.0,Lombardia
Rivoli,TO,http://www.comune.rivoli.to.it,48629.0,Piemonte
Reano,TO,http://www.comune.reano.to.it,1791.0,Piemonte
Novara,NO,http://www.comune.novara.it/,104183.0,Piemonte
Rivalba,TO,http://www.comune.rivalba.to.it/,1174.0,Piemonte
Robassomero,TO,http://www.comune.robassomero.to.it,3089.0,Piemonte
Castello di Serravalle,BO,http://www.comunecastellucchio.it,,Emilia-Romagna
Aliminusa,PA,http://www.comunedialiminusa.it/,1192.0,Sicilia
Arzago d'Adda,BG,http://www.comune.arzago.bg.it/,2715.0,Lombardia
Aviatico,BG,http://www.comunediaviatico.it,568.0,Lombardia
Alcamo,TP,http://www.comune.alcamo.tp.it/,45273.0,Sicilia
Cavaglio-Spoccia,VB,http://www.comune.cavagliospoccia.vb.it/,265.0,provincia del Verbano-Cusio-Ossola
San Gregorio da Sassola,RM,http://www.sangregoriodasassola.info/,1582.0,Lazio
Rocca Santo Stefano,ROMA,http://www.comune.roccasantostefano.rm.it/,967.0,Lazio
Piverone,TO,http://www.comune.piverone.to.it,1349.0,Piemonte
San Didero,TO,http://www.comune.sandidero.to.it,537.0,Piemonte
Castello di Serravalle,BO,http://www.comunecastellucchio.it,,città metropolitana di Bologna
Formignana,FE,http://www.comune.formignana.fe.it/,2716.0,Emilia-Romagna
Gaggio Montano,BO,http://www.comune.gaggio-montano.bo.it,4846.0,Emilia-Romagna
San Pietro in Casale,BO,http://www.comune.san-pietro-in-casale.bo.it/,12418.0,Emilia-Romagna
Cento,FE,http://www.comune.cento.fe.it,35547.0,Emilia-Romagna
Cento,FE,http://www.comune.cento.fe.it/english/,35547.0,Emilia-Romagna
Malalbergo,BO,http://www.comune.malalbergo.bo.it/,9087.0,Emilia-Romagna
Cortemaggiore,PC,http://www.comune.cortemaggiore.pc.it,4679.0,Emilia-Romagna
Gazzola,PC,http://www.comune.gazzola.pc.it,2052.0,Emilia-Romagna
San Quirico d'Orcia,SI,http://www.comune.sanquiricodorcia.si.it/,2646.0,Toscana
Campobasso,CB,http://www.comune.campobasso.it,49262.0,Molise
Piadena,CR,,3455.0,provincia di Cremona
Torre Pellice,TO,http://www.comune.torre-debusi.lc.it,4550.0,Piemonte
Castello di Serravalle,BO,http://www.comunecastellucchio.it,,provincia di Bologna
Salerno,SA,http://www.comune.salerno.it,133970.0,Campania
Fidenza,PR,http://www.comune.fidenza.pr.it,26898.0,Emilia-Romagna
Compiano,PR,http://www.comune.compiano.pr.it,1093.0,Emilia-Romagna
Belluno,BL,http://www.comune.belluno.it/,35710.0,Veneto
Cittadella,PD,http://www.comune.cittadella.pd.it,20145.0,Veneto
Amato,CZ,http://www.comune.amato.cz.it,824.0,Calabria
Capizzone,BG,http://www.comune.capizzone.bg.it/,1231.0,Lombardia
Cassiglio,BG,http://www.comune.cassiglio.bg.it/,110.0,Lombardia
San Martino Canavese,TO,http://www.comune.sanmartinocanavese.to.it,826.0,Piemonte
Montemitro,CB,http://www.comune.montemitro.cb.it/,352.0,Molise
Montorio nei Frentani,CB,http://www.comune.montorioneifrentani.cb.it/,403.0,Molise
Montiano,FC,http://www.comune.montiano.fc.it/,1694.0,Emilia-Romagna
Baranello,CB,http://www.comune.baranello.cb.it/,2619.0,Molise
Bojano,CB,http://www.comune.bojano.cb.it/,8178.0,Molise
Casalciprano,CB,http://www.comune.casalciprano.cb.it/,534.0,Molise
Quagliuzzo,TO,http://www.comune.quagliuzzo.to.it,330.0,Piemonte
Castelnuovo di Val di Cecina,PI,https://www.comunecastelnuovovdc.gov.it/,2182.0,Toscana
Rottofreno,PC,http://www.comune.rottofreno.pc.it,12220.0,Emilia-Romagna
Gorle,BG,http://www.comune.gorle.bg.it,6557.0,Lombardia
Fontanella,BG,http://www.comune.fontanella.bg.it/,4464.0,Lombardia
San Basilio,SU,http://www.comune.sanbasilio.ca.it,1237.0,Sardegna
Pimentel,SU,http://www.comune.pimentel.ca.it,1182.0,Sardegna
Maniace,CT,http://www.comune.maniace.ct.it,3746.0,Sicilia
Veddasca,VA,,,provincia di Varese
Bettola,PC,http://www.comune.bettola.pc.it,2759.0,Emilia-Romagna
Bolgare,BG,http://www.comune.bolgare.bg.gov.it/,6237.0,Lombardia
Valverde,CT,http://www.comunevalverde.gov.it/it-it/home,7851.0,Sicilia
Sant'Alfio,CT,http://www.comune.sant-alfio.ct.it/,1563.0,Sicilia
Caminata,PC,http://www.comune.caminata.pc.it/,244.0,provincia di Piacenza
Francofonte,SR,http://www.comune.francofonte.sr.it,12661.0,Sicilia
Burago di Molgora,MB,http://www.comune.buragodimolgora.mb.it,4230.0,Lombardia
Gerenzano,VA,http://www.comune.gerenzano.va.it,10914.0,Lombardia
Acquasparta,TR,http://www.comune.acquasparta.tr.it,4676.0,Umbria
Santa Cristina Gela,PA,http://www.comunesantacristinagela.pa.it/,1008.0,Sicilia
Polesine Parmense,PR,,,Emilia-Romagna
Fontevivo,PR,http://www.comune.fontevivo.pr.it,5615.0,Emilia-Romagna
Orsara di Puglia,FG,http://www.comune.orsaradipuglia.fg.it,2704.0,Puglia
Alfianello,BS,http://www.comunealfianello.it/,2448.0,Lombardia
Bovegno,BS,http://www.comune.bovegno.bs.it/,2146.0,Lombardia
Carlopoli,CZ,http://www.comune.carlopoli.cz.it,1525.0,Calabria
Curinga,CZ,http://www.comune.curinga.cz.it,6719.0,Calabria
Andali,CZ,http://www.comunediandali.it/,723.0,Calabria
Gambatesa,CB,http://www.comune.gambatesa.cb.it/,1433.0,Molise
Guardiaregia,CB,http://www.comune.guardiaregia.cb.it,780.0,Molise
Asciano,SI,http://www.comune.asciano.siena.it,7076.0,Toscana
Montalcino,SI,http://www.comunedimontalcino.gov.it,5919.0,Toscana
Castronovo di Sicilia,PA,http://www.castronuovodisicilia.it/,3019.0,Sicilia
Pratiglione,TO,http://www.comune.pratiglione.to.it,511.0,Piemonte
Tripi,ME,http://www.comune.tripi.me.it/,847.0,Sicilia
Molise,CB,http://www.comune.molise.cb.it/,166.0,Molise
Montecilfone,CB,http://www.comune.montecilfone.cb.it/,1355.0,Molise
Sant'Antonino di Susa,TO,http://www.comune.santantoninodisusa.to.it/,4251.0,Piemonte
Terenzo,PR,http://www.comune.terenzo.pr.it,1200.0,Emilia-Romagna
Torrile,PR,http://www.comune.torrile.pr.it,7774.0,Emilia-Romagna
Chiuduno,BG,http://www.comune.chiuduno.bg.it,6037.0,Lombardia
Gromo,BG,http://www.comune.gromo.bg.it,1205.0,Lombardia
Corna Imagna,BG,http://www.comune.cornaimagna.bg.it,921.0,Lombardia
Isso,BG,http://www.comune.isso.bg.it,638.0,Lombardia
Naturno,BZ,http://www.comune.naturno.bz.it/,5805.0,Trentino-Alto Adige
Naz-Sciaves,BZ,http://www.gemeinde.natz-schabs.bz.it,3187.0,Trentino-Alto Adige
Castel Rozzone,BG,http://www.comune.castelrozzone.bg.it/,2849.0,Lombardia
Siculiana,AG,http://www.comune.siculiana.ag.it,4471.0,Sicilia
San Cipirello,PA,http://www.comune.sancipirello.pa.it,5347.0,Sicilia
San Giovanni la Punta,CT,http://www.sangiovannilapunta.gov.it/,23399.0,Sicilia
Fontanellato,PR,http://www.comune.fontanellato.pr.it,7034.0,Emilia-Romagna
Brembate,BG,https://www.comune.brembate.bg.it/,8551.0,Lombardia
San Cesario sul Panaro,MO,http://www.comune.sancesariosulpanaro.mo.it,6460.0,Emilia-Romagna
Gibellina,TP,http://www.gibellina.gov.it,4016.0,Sicilia
Prascorsano,TO,http://www.comune.prascorsano.to.it/,747.0,Piemonte
Librizzi,ME,http://www.comune.librizzi.me.it,1635.0,Sicilia
Gioiosa Marea,ME,http://www.comunegioiosamarea.gov.it/,6942.0,Sicilia
Mongiuffi Melia,ME,http://www.comune.mongiuffimelia.me.it,578.0,Sicilia
San Ponso,TO,http://www.comune.sanponso.to.it,263.0,Piemonte
San Pietro Val Lemina,TO,http://www.comune.sanpietrovallemina.to.it,1459.0,Piemonte
Villar Pellice,TO,http://www.comunevillarpellice.it/,1069.0,Piemonte
Sant'Ambrogio di Torino,TO,http://www.comune.santambrogioditorino.to.it/,4721.0,Piemonte
Venaus,TO,http://www.comune.venaus.to.it/,882.0,Piemonte
Provvidenti,CB,http://www.comune.provvidenti.cb.it/,112.0,Molise
Nurri,SU,http://www.comune.nurri.ca.it,2154.0,Sardegna
Castell'Umberto,ME,http://comune.castellumberto.me.it,3051.0,Sicilia
Vaie,TO,http://www.comune.vaie.to.it/,1456.0,Piemonte
Castenaso,BO,http://www.comune.castenaso.bo.it/,15363.0,Emilia-Romagna
Baucina,PA,http://www.comune.baucina.pa.it,1950.0,Sicilia
Fermo,FM,http://www.comune.fermo.it,37238.0,Marche
Traves,TO,http://www.comune.traves.to.it,531.0,Piemonte
Nembro,BG,http://www.comune.nembro.bg.it,11530.0,Lombardia
Oneta,BG,http://www.comune.oneta.bg.it,598.0,Lombardia
Nuraminis,SU,http://www.comune.nuraminis.ca.it/,2524.0,Sardegna
Soragna,PR,http://www.comune.soragna.pr.it/,4840.0,Emilia-Romagna
Borgo Val di Taro,PR,http://www.comune.borgo-val-di-taro.pr.it,6907.0,Emilia-Romagna
Salsomaggiore Terme,PR,http://www.comune.salsomaggiore-terme.pr.it/,19710.0,Emilia-Romagna
Parrano,TR,http://www.parrano.it,520.0,Umbria
Polino,TR,http://www.comune.polino.tr.it/,235.0,Umbria
Maida,CZ,http://www.comune.maida.cz.it/index.php?action=index&p=1,4668.0,Calabria
Guardavalle,CZ,http://guardavalle.asmenet.it,4529.0,Calabria
Satriano,CZ,http://www.comune.satriano.cz.it,3476.0,Calabria
Zandobbio,BG,http://www.comune.zandobbio.bg.it,2732.0,Lombardia
Vilminore di Scalve,BG,http://www.comune.vilminore.bg.it,1479.0,Lombardia
Sparone,TO,http://www.comune.sparone.to.it,995.0,Piemonte
Pagliara,ME,http://www.comune.pagliara.me.it,1146.0,Sicilia
Fondachelli-Fantina,ME,http://comune.fondachellifantina.me.it,1070.0,Sicilia
Tusa,ME,http://www.comunetusa.gov.it,2823.0,Sicilia
Zogno,BG,http://www.zogno.com,8926.0,Lombardia
Jesi,AN,http://www.comune.jesi.an.it,40210.0,Marche
Fabriano,AN,http://www.piazzalta.it,30809.0,Marche
Praia a Mare,CS,http://www.comune.praia-a-mare.cs.it/,6717.0,Calabria
Mormanno,CS,http://www.comune.mormanno.cs.it,2955.0,Calabria
Scanzorosciate,BG,http://www.comune.scanzorosciate.bg.it,10076.0,Lombardia
Romano di Lombardia,BG,http://www.romanoonline.it,20486.0,Lombardia
San Giuseppe Jato,PA,http://www.comune.sangiuseppejato.gov.it,8634.0,Sicilia
Paladina,BG,http://www.comune.paladina.bg.it,4048.0,Lombardia
Caccamo,PA,http://www.comune.caccamo.pa.it/,8139.0,Sicilia
Cagnano Varano,FG,http://www.cagnanovarano.gov.it/Home.aspx,7194.0,Puglia
Celle di San Vito,FG,http://www.comune.celledisanvito.fg.it/,160.0,Puglia
Monte Sant'Angelo,FG,http://www.montesantangelo.it/,12342.0,Puglia
Giove,TR,http://www.comune.giove.tr.it/,1924.0,Umbria
Pieve a Nievole,PT,http://www.comune.pieve-a-nievole.pt.it/,9209.0,Toscana
Larciano,PT,http://www.comune.larciano.pt.it,6307.0,Toscana
Vische,TO,http://www.comune.vische.to.it/,1268.0,Piemonte
Roccamena,PA,http://www.comune.roccamena.pa.gov.it,1479.0,Sicilia
Endine Gaiano,BG,http://www.comune.endine-gaiano.bg.it,3460.0,Lombardia
Ponte Nossa,BG,http://www.comune.pontenellealpi.bl.it,1761.0,Lombardia
Pumenengo,BG,http://www.comune.pumenengo.bg.it,1715.0,Lombardia
Fiorano al Serio,BG,http://www.comune.fioranoalserio.bg.it/,3016.0,Lombardia
Nocera Terinese,CZ,http://www.comune.noceraterinese.cz.it,4787.0,Calabria
San Mango d'Aquino,CZ,http://www.comunedisanmangodaquino.it/,1526.0,Calabria
Vallo Torinese,TO,http://www.vallo-torinese.it/Home.asp,775.0,Piemonte
Vigone,TO,http://www.comune.vigone.to.it,5163.0,Piemonte
Vistrorio,TO,http://www.comune.vistrorio.to.it,531.0,Piemonte
Villar Perosa,TO,http://www.comune.villarperosa.to.it,4044.0,Piemonte
Casalbore,AV,http://www.comune.casalbore.av.it,1772.0,Campania
Podenzano,PC,http://www.comune.podenzano.pc.it/,9144.0,Emilia-Romagna
Piozzano,PC,http://www.comune.piozzano.pc.it,624.0,Emilia-Romagna
Lovere,BG,http://www.comune.lovere.bg.it/,5224.0,Lombardia
Mezzoldo,BG,http://www.comune.mezzoldo.bg.it,161.0,Lombardia
Gallodoro,ME,http://www.comune.gallodoro.me.gov.it/,363.0,Sicilia
Terrasini,PA,http://www.comune.terrasini.pa.it,12535.0,Sicilia
Mirto,ME,http://www.comune.mirto.me.it,953.0,Sicilia
Ferrara,FE,http://comune.fe.it/,132278.0,Emilia-Romagna
Calceranica al Lago,TN,http://www.comune.calceranica.tn.it,1358.0,Trentino-Alto Adige
Parzanica,BG,http://www.comune.parzanica.bg.it/,362.0,Lombardia
Santa Marina Salina,ME,http://www.comune.santa-marina-salina.me.it,891.0,Sicilia
